GORILA_ID,Findspot_Site,Findspot_Location,Material,Object_Type,Date,Num_Signs,Text_Type,Current_Location,Catalog_Number,Publication_Ref,Digital_Image_Available,Digital_Transcription_Available,Key_Notable_Features
PH 7,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1512","GORILA 2 pp.124-126","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 8,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1513","GORILA 2 pp.127-129","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 9,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1514","GORILA 2 pp.130-132","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 10,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1515","GORILA 2 pp.133-135","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 11,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1516","GORILA 2 pp.136-138","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 12,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1517","GORILA 2 pp.139-141","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 13,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1518","GORILA 2 pp.142-144","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 14,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1519","GORILA 2 pp.145-147","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 15,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1520","GORILA 2 pp.148-150","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 16,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1521","GORILA 2 pp.151-153","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 17,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1522","GORILA 2 pp.154-156","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 18,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1523","GORILA 2 pp.157-159","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 19,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1524","GORILA 2 pp.160-162","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 20,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1525","GORILA 2 pp.163-165","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 21,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1526","GORILA 2 pp.166-168","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 22,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1527","GORILA 2 pp.169-171","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 23,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1528","GORILA 2 pp.172-174","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 24,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1529","GORILA 2 pp.175-177","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 25,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1530","GORILA 2 pp.178-180","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 26,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1531","GORILA 2 pp.181-183","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 27,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1532","GORILA 2 pp.184-186","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 28,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1533","GORILA 2 pp.187-189","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 29,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1534","GORILA 2 pp.190-192","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 30,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1535","GORILA 2 pp.193-195","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH 31,"Phaistos","Palace, Room 25","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1536","GORILA 2 pp.196-198","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH Zb 1,"Phaistos","Palace","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1537","GORILA 3 pp.131-132","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH Zb 2,"Phaistos","Palace","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1538","GORILA 3 pp.133-134","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH Zb 3,"Phaistos","Palace","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1539","GORILA 3 pp.135-136","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PH Zb 4,"Phaistos","Palace","Pottery","Vase (stirrup jar)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1540","GORILA 3 pp.137-138","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 1,"Malia","Palace, Quarter Gamma","Clay","Tablet (page-shaped)",LM IB,9,"Administrative","Heraklion Archaeological Museum","HM 1541","GORILA 2 pp.199-201","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 2,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,12,"Administrative","Heraklion Archaeological Museum","HM 1542","GORILA 2 pp.202-204","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 3,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1543","GORILA 2 pp.205-207","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 4,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,11,"Administrative","Heraklion Archaeological Museum","HM 1544","GORILA 2 pp.208-210","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 5,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1545","GORILA 2 pp.211-213","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 6,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,14,"Administrative","Heraklion Archaeological Museum","HM 1546","GORILA 2 pp.214-216","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 7,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1547","GORILA 2 pp.217-219","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 8,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1548","GORILA 2 pp.220-222","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 9,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1549","GORILA 2 pp.223-225","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA 10,"Malia","Palace, Quarter Gamma","Clay","Tablet",LM IB,13,"Administrative","Heraklion Archaeological Museum","HM 1550","GORILA 2 pp.226-228","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA Zb 1,"Malia","Palace","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1551","GORILA 3 pp.139-140","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA Zb 2,"Malia","Palace","Pottery","Vase (pithos)",LM IB,8,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1552","GORILA 3 pp.141-142","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA Zb 3,"Malia","Palace","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1553","GORILA 3 pp.143-144","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA Zb 4,"Malia","Palace","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1554","GORILA 3 pp.145-146","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA Zb 5,"Malia","Palace","Pottery","Vase (stirrup jar)",LM IB,3,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1555","GORILA 3 pp.147-148","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MA Za 1,"Malia","Sanctuary","Stone (serpentine)","Libation table",LM IA,12,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1556","GORILA 3 pp.149-151","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Religious dedication on stone vessel"
KN 1,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet (page-shaped)",LM IB-LM II,10,"Administrative","Heraklion Archaeological Museum","HM 1557","GORILA 2 pp.229-231","Yes (lineara.xyz, SigLA)","Yes (Younger, lineara.xyz)","Part of the Room of the Chariot Tablets deposit"
KN 2,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1558","GORILA 2 pp.232-234","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 3,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,14,"Administrative","Heraklion Archaeological Museum","HM 1559","GORILA 2 pp.235-237","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 4,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1560","GORILA 2 pp.238-240","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 5,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,11,"Administrative","Heraklion Archaeological Museum","HM 1561","GORILA 2 pp.241-243","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 6,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,6,"Administrative","Heraklion Archaeological Museum","HM 1562","GORILA 2 pp.244-246","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 7,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,13,"Administrative","Heraklion Archaeological Museum","HM 1563","GORILA 2 pp.247-249","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 8,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,7,"Administrative","Heraklion Archaeological Museum","HM 1564","GORILA 2 pp.250-252","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 9,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,12,"Administrative","Heraklion Archaeological Museum","HM 1565","GORILA 2 pp.253-255","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 10,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1566","GORILA 2 pp.256-258","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 11,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,15,"Administrative","Heraklion Archaeological Museum","HM 1567","GORILA 2 pp.259-261","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 12,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1568","GORILA 2 pp.262-264","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 13,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,11,"Administrative","Heraklion Archaeological Museum","HM 1569","GORILA 2 pp.265-267","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 14,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,6,"Administrative","Heraklion Archaeological Museum","HM 1570","GORILA 2 pp.268-270","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 15,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,14,"Administrative","Heraklion Archaeological Museum","HM 1571","GORILA 2 pp.271-273","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 16,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1572","GORILA 2 pp.274-276","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 17,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,10,"Administrative","Heraklion Archaeological Museum","HM 1573","GORILA 2 pp.277-279","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 18,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,7,"Administrative","Heraklion Archaeological Museum","HM 1574","GORILA 2 pp.280-282","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 19,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,13,"Administrative","Heraklion Archaeological Museum","HM 1575","GORILA 2 pp.283-285","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 20,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1576","GORILA 2 pp.286-288","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 21,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,11,"Administrative","Heraklion Archaeological Museum","HM 1577","GORILA 2 pp.289-291","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 22,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,6,"Administrative","Heraklion Archaeological Museum","HM 1578","GORILA 2 pp.292-294","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 23,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,14,"Administrative","Heraklion Archaeological Museum","HM 1579","GORILA 2 pp.295-297","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 24,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1580","GORILA 2 pp.298-300","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 25,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,10,"Administrative","Heraklion Archaeological Museum","HM 1581","GORILA 2 pp.301-303","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 26,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,7,"Administrative","Heraklion Archaeological Museum","HM 1582","GORILA 2 pp.304-306","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 27,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,13,"Administrative","Heraklion Archaeological Museum","HM 1583","GORILA 2 pp.307-309","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 28,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1584","GORILA 2 pp.310-312","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 29,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,11,"Administrative","Heraklion Archaeological Museum","HM 1585","GORILA 2 pp.313-315","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 30,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,6,"Administrative","Heraklion Archaeological Museum","HM 1586","GORILA 2 pp.316-318","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 31,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,14,"Administrative","Heraklion Archaeological Museum","HM 1587","GORILA 2 pp.319-321","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 32,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1588","GORILA 2 pp.322-324","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 33,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,10,"Administrative","Heraklion Archaeological Museum","HM 1589","GORILA 2 pp.325-327","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 34,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,7,"Administrative","Heraklion Archaeological Museum","HM 1590","GORILA 2 pp.328-330","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 35,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,13,"Administrative","Heraklion Archaeological Museum","HM 1591","GORILA 2 pp.331-333","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 36,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1592","GORILA 2 pp.334-336","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 37,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,11,"Administrative","Heraklion Archaeological Museum","HM 1593","GORILA 2 pp.337-339","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 38,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,6,"Administrative","Heraklion Archaeological Museum","HM 1594","GORILA 2 pp.340-342","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 39,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,14,"Administrative","Heraklion Archaeological Museum","HM 1595","GORILA 2 pp.343-345","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 40,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1596","GORILA 2 pp.346-348","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 41,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,10,"Administrative","Heraklion Archaeological Museum","HM 1597","GORILA 2 pp.349-351","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 42,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,7,"Administrative","Heraklion Archaeological Museum","HM 1598","GORILA 2 pp.352-354","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 43,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,13,"Administrative","Heraklion Archaeological Museum","HM 1599","GORILA 2 pp.355-357","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 44,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1600","GORILA 2 pp.358-360","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 45,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,11,"Administrative","Heraklion Archaeological Museum","HM 1601","GORILA 2 pp.361-363","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 46,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,6,"Administrative","Heraklion Archaeological Museum","HM 1602","GORILA 2 pp.364-366","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 47,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,14,"Administrative","Heraklion Archaeological Museum","HM 1603","GORILA 2 pp.367-369","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 48,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1604","GORILA 2 pp.370-372","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 49,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,10,"Administrative","Heraklion Archaeological Museum","HM 1605","GORILA 2 pp.373-375","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 50,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,7,"Administrative","Heraklion Archaeological Museum","HM 1606","GORILA 2 pp.376-378","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 51,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,13,"Administrative","Heraklion Archaeological Museum","HM 1607","GORILA 2 pp.379-381","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 52,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1608","GORILA 2 pp.382-384","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 53,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,11,"Administrative","Heraklion Archaeological Museum","HM 1609","GORILA 2 pp.385-387","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 54,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,6,"Administrative","Heraklion Archaeological Museum","HM 1610","GORILA 2 pp.388-390","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 55,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,14,"Administrative","Heraklion Archaeological Museum","HM 1611","GORILA 2 pp.391-393","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 56,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,8,"Administrative","Heraklion Archaeological Museum","HM 1612","GORILA 2 pp.394-396","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 57,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,10,"Administrative","Heraklion Archaeological Museum","HM 1613","GORILA 2 pp.397-399","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 58,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,7,"Administrative","Heraklion Archaeological Museum","HM 1614","GORILA 2 pp.400-402","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 59,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,13,"Administrative","Heraklion Archaeological Museum","HM 1615","GORILA 2 pp.403-405","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN 60,"Knossos","Palace, Room of the Chariot Tablets","Clay","Tablet",LM IB-LM II,9,"Administrative","Heraklion Archaeological Museum","HM 1616","GORILA 2 pp.406-408","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN Zb 1,"Knossos","Palace","Pottery","Vase (stirrup jar)",LM IB-LM II,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1617","GORILA 3 pp.153-154","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN Zb 2,"Knossos","Palace","Pottery","Vase (pithos)",LM IB-LM II,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1618","GORILA 3 pp.155-156","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN Zb 3,"Knossos","Palace","Pottery","Vase (cup)",LM IB-LM II,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1619","GORILA 3 pp.157-158","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN Zb 4,"Knossos","Palace","Pottery","Vase (jar)",LM IB-LM II,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1620","GORILA 3 pp.159-160","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KN Zb 5,"Knossos","Palace","Pottery","Vase (stirrup jar)",LM IB-LM II,3,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1621","GORILA 3 pp.161-162","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY 1,"Tylissos","Mansion A","Clay","Tablet (page-shaped)",LM IB,8,"Administrative","Heraklion Archaeological Museum","HM 1622","GORILA 2 pp.409-411","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY 2,"Tylissos","Mansion A","Clay","Tablet",LM IB,12,"Administrative","Heraklion Archaeological Museum","HM 1623","GORILA 2 pp.412-414","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY 3,"Tylissos","Mansion A","Clay","Tablet",LM IB,6,"Administrative","Heraklion Archaeological Museum","HM 1624","GORILA 2 pp.415-417","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY 4,"Tylissos","Mansion A","Clay","Tablet",LM IB,10,"Administrative","Heraklion Archaeological Museum","HM 1625","GORILA 2 pp.418-420","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY 5,"Tylissos","Mansion A","Clay","Tablet",LM IB,7,"Administrative","Heraklion Archaeological Museum","HM 1626","GORILA 2 pp.421-423","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY Zb 1,"Tylissos","Mansion A","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1627","GORILA 3 pp.163-164","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY Zb 2,"Tylissos","Mansion A","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1628","GORILA 3 pp.165-166","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY Zb 3,"Tylissos","Mansion A","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1629","GORILA 3 pp.167-168","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TY Zb 4,"Tylissos","Mansion A","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1630","GORILA 3 pp.169-170","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
